,titles,category
48, 김대호의 경제읽기  벼랑 끝 내몰린 건설업계 부도 분양보증 사고 급증,Economic
49, 카카오의   엔터 인수        년 자본시장 가장 뜨겁게 달군 이슈  넘버스 ,Economic
50,작년 폐기된 돈 얼마길래 쌓아보면  에베레스트산   배 ,Economic
51, 무등의 아침   강기정 시장  중앙공원  지구 선분양 입장 선회 치솟는 분양가는 결국 시민 부담 ,Economic
52, 자사주 취득 줄고  소각 늘고    셀트리온 취득  위  권영훈의 증시뉴스      ,Economic
53,내일부터 청년희망적금 청년도약계좌 연계가입  중도해지 해도 비과세 ,Economic
54, 발길이 떨어지질 않네   스타필드 수원    고객 잡을까 르포 ,Economic
55,스튜디오삼익  공모가  만    원 확정 희망밴드 상단 초과,Economic
56,서민금융 대출시 일자리 상담까지  금융 고용 한꺼번에 지원 ,Economic
57,단통법 전    조  영업익  조 시대 저물 수도 ,Economic
58,광주 전남 건설업계 벼랑끝 위기  곳 또 법정관리,Economic
59,셀트리온  우시    와     신약 개발 맞손   개 품목      ,Economic
60,호화 이사회 논란에도 포스코     후추위   숏리스트  후보군 확정,Economic
61,넷플릭스 가입자 수 깜짝 증가에 영상 콘텐츠  강세  증시이슈 ,Economic
62,현대카드  가수 장범준 공연 티켓 전량    로 발행  암표없는 공연 만든다 ,Economic
63, 역대급  복합쇼핑몰이 온다 스타필드 수원   일 그랜드오픈 종합 ,Economic
64, 단독    억 분양 강남 집이 반지하였다    억 비싼  층 테라스에 무슨일이   부동산    ,Economic
65,경계현 사장  모든 곳에    근본 변화 대응에 최선 ,Economic
66, 가동할수록 손해  석유화학 불황에    공장 존재감 타격,Economic
67, 중대재해법      정부 중소기업계 유예 한목소리,Economic
68,분양가 계속 오른다   지금이  타이밍 ,Economic
69,에코프로머티 바닥 찍고 반등하나  거래일 만에 상승세,Economic
70, 마켓      파산신청  남발에 멈춰선 코스닥 상장사 제도 악용하는 세력 등장,Economic
71,     초대형 컨테이너선  가닛호  명명식 다음달 미 항로 투입,Economic
72,토스뱅크 외화통장  출시  일 만에   만 좌 돌파,Economic
73,이복현 금감원장  새 살 돋으려면 굳은살 벗겨야 ,Economic
74,      만       급 컨선      가닛호  명명식,Economic
75,전체 교통요금은 올리고 일부 사용자만 환급   이미연의 발로 뛰는 부동산 ,Economic
76, 줄파산  악몽이 또 하도급 업체  돈 못 받았다  태영건설  후폭풍 ,Economic
77,     차   인터넷은행    조원 전세대출 대환서 시중은행과 한판승부,Economic
78,공정위  플랫폼 독과점시 경쟁질서 회복 불가능 국내기업 역차별  거짓뉴스 ,Economic
79,저축은행 연체채권 매각채널 확대  연체율 관리 개선 ,Economic
80,이복현  부동산    굳은살 벗겨내야  건설 금융사 노이즈 감내 ,Economic
81,검찰   흉기로 아내 살해   대 징역   년 너무 가볍다  항소,Economic
82,디파이      달새         억 달러도  터치 ,Economic
83,판매 부진 제네시스  해외 브랜드 맞설 전기차 출시는 언제 ,Economic
84,카카오톡  대리인 지정  추모 프로필   고인 대화 내용은 비공개 ,Economic
85,불타고 썩은 화폐    조 원 롯데월드타워    배,Economic
86,이베이  직원      명 감원 소식에 시간외 급등,Economic
87,제테마 필러 수출  톡신시판 덕 매출 급성장세,Economic
88,흑자전환  이그니스   코스닥 상장 추진 하나증권 주관사 선정,Economic
89, 단독 조산화아연 제조  황조  매물로   마켓워치 ,Economic
90,현대위아  지난해 유럽 북미 업체   조원  규모 등속조인트 공급계약,Economic
91,역시 답은      경쟁력       분기 만에  적자 늪  탈출,Economic
92,반도체 장비주 신고가 축포 속 증권가      관련주 옥석 가려야,Economic
93,    글로벌 항암신약  봄을 기다린다 ,Economic
94,기관  이차전지에 울고   에 웃고,Economic
95,청년희망적금 청년도약계좌 연계 가입 내일부터 접수,Economic
96,증권사    에 목소리 높인 이복현 금감원장    리스크 관리 실패하면 책임 묻겠다 ,Economic
97, 피곤할 때 한잔  마셨더니 불면증 시작   숙면 위해선 피해야할  음료 ,Economic
98,태영건설 워크아웃 후 하도급 피해   곳서 대금미지급 발생,Economic
99,지난해 폐기된 화폐 쌓으면 에베레스트산   배,Economic
